File	SMILES	HOMO (Ha)	LUMO (Ha)	GAP (eV)
Hc1cNcCCcCcNOO-c1CO_opt.log	c1c(N)c(C=C)c(C)c(N(=O)(=O))c1(C=O)	-0.23186	-0.0791	4.156813464000001
Hc1cNcCcCOcHc1CO_opt.log	c1c(N)c(C)c(C=O)cc1(C=O)	-0.22306	-0.06753	4.232189042
Hc1cNcFcOcCCc1CC_opt.log	c1c(N)c(F)c(O)c(C=C)c1(C=C)	-0.19725	-0.0107	5.076286670000001
Hc1cNcNcOcCNc1N_opt.log	c1c(N)c(N)c(O)c(C#N)c1(N)	-0.20176	0.00645	5.665685594
Hc1cNcNOO-cOcCOc1CN_opt.log	c1c(N)c(N(=O)(=O))c(O)c(C=O)c1(C#N)	-0.26473	-0.10749	4.278720536000001
Hc1cNcNcNcCCc1O_opt.log	c1c(N)c(N)c(N)c(C=C)c1(O)	-0.17647	0.01416	5.187309182
Hc1cNcFcCcCc1F_opt.log	c1c(N)c(F)c(C)c(C)c1(F)	-0.20116	0.01125	5.779973474000001
Hc1cNcCCcFcCc1CN_opt.log	c1c(N)c(C=C)c(F)c(C)c1(C#N)	-0.22074	-0.04703	4.726892294
Hc1cNcNcCcCc1CN_opt.log	c1c(N)c(N)c(C)c(C)c1(C#N)	-0.20107	-0.00937	5.2164253800000004
Hc1cNcNOO-cCNcHc1CN_opt.log	c1c(N)c(N(=O)(=O))c(C#N)cc1(C#N)	-0.26942	-0.12378	3.963068296
Hc1cNcNcNOO-cNOO-c1O_opt.log	c1c(N)c(N)c(N(=O)(=O))c(N(=O)(=O))c1(O)	-0.22398	-0.09705	3.4539430020000004
Hc1cCcNOO-cOcFc1CN_opt.log	c1c(C)c(N(=O)(=O))c(O)c(F)c1(C#N)	-0.28037	-0.11173	4.588930496000001
Hc1cNcFcNOO-cCNc1CC_opt.log	c1c(N)c(F)c(N(=O)(=O))c(C#N)c1(C=C)	-0.24592	-0.10698	3.7807519160000003
Hc1cNcCNcNOO-cFc1CN_opt.log	c1c(N)c(C#N)c(N(=O)(=O))c(F)c1(C#N)	-0.26511	-0.12991	3.6789812800000004
Hc1cNcNcNOO-cCNc1F_opt.log	c1c(N)c(N)c(N(=O)(=O))c(C#N)c1(F)	-0.23148	-0.10216	3.518978248
Hc1cOcHcCNcCc1CN_opt.log	c1c(O)cc(C#N)c(C)c1(C#N)	-0.26631	-0.06971	5.34976124
Hc1cCcNOO-cNOO-cNOO-c1N_opt.log	c1c(C)c(N(=O)(=O))c(N(=O)(=O))c(N(=O)(=O))c1(N)	-0.27345	-0.12618	4.007422878000002
Hc1cOcHcFcCCc1O_opt.log	c1c(O)cc(F)c(C=C)c1(O)	-0.22284	-0.01146	5.751945732
Hc1cNcOcCCcCCc1F_opt.log	c1c(N)c(O)c(C=C)c(C=C)c1(F)	-0.1875	-0.01376	4.727708636
Hc1cNcCcCOcOc1CN_opt.log	c1c(N)c(C)c(C=O)c(O)c1(C#N)	-0.21509	-0.06406	4.109737742
Hc1cNcHcNcNOO-c1N_opt.log	c1c(N)cc(N)c(N(=O)(=O))c1(N)	-0.19705	-0.06748	3.525781098000001
Hc1cNcOcNcCCc1CC_opt.log	c1c(N)c(O)c(N)c(C=C)c1(C=C)	-0.18262	0.00487	5.101865386000001
Hc1cNcNcOcFc1CO_opt.log	c1c(N)c(N)c(O)c(F)c1(C=O)	-0.20822	-0.03782	4.63682256
Hc1cNcCcCNcNOO-c1CO_opt.log	c1c(N)c(C)c(C#N)c(N(=O)(=O))c1(C=O)	-0.2579	-0.10519	4.155452894000001
Hc1cNcNOO-cHcCOc1CO_opt.log	c1c(N)c(N(=O)(=O))cc(C=O)c1(C=O)	-0.25782	-0.11557	3.87082165
Hc1cNcCOcOcCCc1CC_opt.log	c1c(N)c(C=O)c(O)c(C=C)c1(C=C)	-0.20683	-0.04778	4.327973170000001
Hc1cFcCOcHcNc1CC_opt.log	c1c(F)c(C=O)cc(N)c1(C=C)	-0.21524	-0.0624	4.158990375999999
Hc1cOcHcCOcCc1CO_opt.log	c1c(O)cc(C=O)c(C)c1(C=O)	-0.25319	-0.07465	4.858323356000001
Hc1cNcCNcOcCc1O_opt.log	c1c(N)c(C#N)c(O)c(C)c1(O)	-0.21345	-0.01246	5.469219286
Hc1cNcHcCOcNc1CC_opt.log	c1c(N)cc(C=O)c(N)c1(C=C)	-0.17437	-0.04307	3.57285682
Hc1cNcFcCCcCNc1O_opt.log	c1c(N)c(F)c(C=C)c(C#N)c1(O)	-0.22537	-0.03648	5.139961346000001
Hc1cNcNcFcHc1CC_opt.log	c1c(N)c(N)c(F)cc1(C=C)	-0.19022	-0.00365	5.076830898000001
Hc1cNcNOO-cOcOc1CN_opt.log	c1c(N)c(N(=O)(=O))c(O)c(O)c1(C#N)	-0.22446	-0.09637	3.4855082259999994
Hc1cNcHcOcCCc1N_opt.log	c1c(N)cc(O)c(C=C)c1(N)	-0.17493	0.02376	5.406633066
Hc1cNcOcHcCNc1O_opt.log	c1c(N)c(O)cc(C#N)c1(O)	-0.20289	-0.01446	5.127444102
Hc1cNcCCcCCcCc1O_opt.log	c1c(N)c(C=C)c(C=C)c(C)c1(O)	-0.18741	-0.00267	5.027034036
Hc1cNcCcCCcCNc1CC_opt.log	c1c(N)c(C)c(C=C)c(C#N)c1(C=C)	-0.21543	-0.03103	5.01778216
Hc1cNcCcFcCNc1O_opt.log	c1c(N)c(C)c(F)c(C#N)c1(O)	-0.22215	-0.01532	5.628133861999999
Hc1cNcCOcNcFc1O_opt.log	c1c(N)c(C=O)c(N)c(F)c1(O)	-0.19601	-0.0361	4.3513749740000005
Hc1cNcHcFcCNc1N_opt.log	c1c(N)cc(F)c(C#N)c1(N)	-0.21391	-0.01045	5.536431444000001
Hc1cNcCCcFcCOc1NOO-_opt.log	c1c(N)c(C=C)c(F)c(C=O)c1(N(=O)(=O))	-0.24518	-0.10097	3.9241559940000004
Hc1cNcNcOcCCc1O_opt.log	c1c(N)c(N)c(O)c(C=C)c1(O)	-0.1811	0.01588	5.3601015720000005
Hc1cNcFcCcCc1O_opt.log	c1c(N)c(F)c(C)c(C)c1(O)	-0.19039	0.02324	5.813171382000001
Hc1cNcNcFcCNc1N_opt.log	c1c(N)c(N)c(F)c(C#N)c1(N)	-0.20526	-0.00663	5.405000382
Hc1cNcCCcOcNOO-c1CC_opt.log	c1c(N)c(C=C)c(O)c(N(=O)(=O))c1(C=C)	-0.22952	-0.0839	3.962524068
Hc1cNcCOcCNcHc1NOO-_opt.log	c1c(N)c(C=O)c(C#N)cc1(N(=O)(=O))	-0.25899	-0.13025	3.503195636
Hc1cNcOcNOO-cNc1CN_opt.log	c1c(N)c(O)c(N(=O)(=O))c(N)c1(C#N)	-0.2364	-0.08812	4.034906392
Hc1cNcNOO-cNcCNc1CN_opt.log	c1c(N)c(N(=O)(=O))c(N)c(C#N)c1(C#N)	-0.24626	-0.11631	3.5361214300000006
Hc1cNcOcCOcOc1NOO-_opt.log	c1c(N)c(O)c(C=O)c(O)c1(N(=O)(=O))	-0.21256	-0.08533	3.4621064220000006
Hc1cNcCNcCCcCCc1CN_opt.log	c1c(N)c(C#N)c(C=C)c(C=C)c1(C#N)	-0.22936	-0.06994	4.338041388000001
Hc1cNcCcCOcOc1NOO-_opt.log	c1c(N)c(C)c(C=O)c(O)c1(N(=O)(=O))	-0.22303	-0.089	3.6471439420000005
Hc1cNcNcCCcFc1N_opt.log	c1c(N)c(N)c(C=C)c(F)c1(N)	-0.17419	0.00538	4.8863510980000004
Hc1cNcCcCNcCCc1CC_opt.log	c1c(N)c(C)c(C#N)c(C=C)c1(C=C)	-0.20872	-0.03292	4.78376412
Hc1cOcNcHcNOO-c1O_opt.log	c1c(O)c(N)cc(N(=O)(=O))c1(O)	-0.20358	-0.08444	3.2419661960000004
Hc1cNcCNcOcNc1CO_opt.log	c1c(N)c(C#N)c(O)c(N)c1(C=O)	-0.18613	-0.06644	3.256932466
Hc1cOcHcCOcNc1CC_opt.log	c1c(O)cc(C=O)c(N)c1(C=C)	-0.19638	-0.05006	3.9815720480000003
Hc1cNcCNcFcCNc1NOO-_opt.log	c1c(N)c(C#N)c(F)c(C#N)c1(N(=O)(=O))	-0.27213	-0.13733	3.6680967199999994
Hc1cNcCcNcCOc1CC_opt.log	c1c(N)c(C)c(N)c(C=O)c1(C=C)	-0.19951	-0.03536	4.46675131
Hc1cNcCOcNOO-cNOO-c1CN_opt.log	c1c(N)c(C=O)c(N(=O)(=O))c(N(=O)(=O))c1(C#N)	-0.28247	-0.13491	4.015314184
Hc1cNcCCcNOO-cCCc1NOO-_opt.log	c1c(N)c(C=C)c(N(=O)(=O))c(C=C)c1(N(=O)(=O))	-0.23536	-0.10816	3.4612900800000004
Hc1cNcCCcCCcFc1NOO-_opt.log	c1c(N)c(C=C)c(C=C)c(F)c1(N(=O)(=O))	-0.22097	-0.09297	3.4830592
Hc1cNcCcFcCCc1CC_opt.log	c1c(N)c(C)c(F)c(C=C)c1(C=C)	-0.19525	-0.01074	5.020775414
Hc1cNcNOO-cCNcOc1NOO-_opt.log	c1c(N)c(N(=O)(=O))c(C#N)c(O)c1(N(=O)(=O))	-0.25418	-0.13751	3.174754038000001
Hc1cNcCcOcCCc1CN_opt.log	c1c(N)c(C)c(O)c(C=C)c1(C#N)	-0.20553	-0.03015	4.772335332
Hc1cNcOcCCcCc1NOO-_opt.log	c1c(N)c(O)c(C=C)c(C)c1(N(=O)(=O))	-0.20705	-0.07766	3.5208830460000002
Hc1cNcOcNcNOO-c1NOO-_opt.log	c1c(N)c(O)c(N)c(N(=O)(=O))c1(N(=O)(=O))	-0.24121	-0.09769	3.9053801280000005
Hc1cNcNOO-cFcHc1CN_opt.log	c1c(N)c(N(=O)(=O))c(F)cc1(C#N)	-0.25749	-0.11182	3.963884638
Hc1cNcNcNOO-cFc1NOO-_opt.log	c1c(N)c(N)c(N(=O)(=O))c(F)c1(N(=O)(=O))	-0.25051	-0.10886	3.8544948100000003
Hc1cNcOcCOcCc1F_opt.log	c1c(N)c(O)c(C=O)c(C)c1(F)	-0.20232	-0.0568	3.9598029279999998
Hc1cNcFcFcNOO-c1NOO-_opt.log	c1c(N)c(F)c(F)c(N(=O)(=O))c1(N(=O)(=O))	-0.26281	-0.12472	3.757622226
Hc1cOcHcNOO-cHc1CN_opt.log	c1c(O)cc(N(=O)(=O))cc1(C#N)	-0.28248	-0.12037	4.411240054
Hc1cNcNOO-cOcOc1O_opt.log	c1c(N)c(N(=O)(=O))c(O)c(O)c1(O)	-0.2104	-0.08834	3.3214234840000003
Hc1cNcOcNcOc1F_opt.log	c1c(N)c(O)c(N)c(O)c1(F)	-0.1796	0.04357	6.072768138000001
Hc1cNcFcCNcFc1CN_opt.log	c1c(N)c(F)c(C#N)c(F)c1(C#N)	-0.24803	-0.07702	4.653421514
Hc1cNcCNcNcCOc1NOO-_opt.log	c1c(N)c(C#N)c(N)c(C=O)c1(N(=O)(=O))	-0.24403	-0.1157	3.492038962
Hc1cNcCOcOcOc1O_opt.log	c1c(N)c(C=O)c(O)c(O)c1(O)	-0.19679	-0.04041	4.255318732
Hc1cNcCOcCCcHc1O_opt.log	c1c(N)c(C=O)c(C=C)cc1(O)	-0.21325	-0.04567	4.560086412
Hc1cNcNcCcOc1N_opt.log	c1c(N)c(N)c(C)c(O)c1(N)	-0.16447	0.04562	5.716843026
Hc1cNcOcCNcFc1CC_opt.log	c1c(N)c(O)c(C#N)c(F)c1(C=C)	-0.20935	-0.04421	4.493690596
Hc1cNcCNcNOO-cCCc1N_opt.log	c1c(N)c(C#N)c(N(=O)(=O))c(C=C)c1(N)	-0.22104	-0.09373	3.4642833339999997
Hc1cNcCOcNOO-cNc1CN_opt.log	c1c(N)c(C=O)c(N(=O)(=O))c(N)c1(C#N)	-0.22206	-0.11137	3.0120298660000002
Hc1cNcCOcOcNOO-c1N_opt.log	c1c(N)c(C=O)c(O)c(N(=O)(=O))c1(N)	-0.23466	-0.09198	3.882522552
Hc1cNcCNcHcOc1O_opt.log	c1c(N)c(C#N)cc(O)c1(O)	-0.19923	-0.02065	4.859411812
Hc1cNcCcFcOc1N_opt.log	c1c(N)c(C)c(F)c(O)c1(N)	-0.16593	0.03755	5.5369756720000005
Hc1cNcCNcOcHc1CO_opt.log	c1c(N)c(C#N)c(O)cc1(C=O)	-0.23301	-0.07948	4.177766242000001
Hc1cCcNOO-cOcCc1CN_opt.log	c1c(C)c(N(=O)(=O))c(O)c(C)c1(C#N)	-0.26934	-0.1009	4.583488216000001
Hc1cNcOcHcCCc1CN_opt.log	c1c(N)c(O)cc(C=C)c1(C#N)	-0.20333	-0.02973	4.72389904
Hc1cNcNcCCcCNc1CN_opt.log	c1c(N)c(N)c(C=C)c(C#N)c1(C#N)	-0.22057	-0.04451	4.790839084
Hc1cNcCCcCOcNc1CO_opt.log	c1c(N)c(C=C)c(C=O)c(N)c1(C=O)	-0.18711	-0.06453	3.335573412
Hc1cNcCCcFcCNc1CC_opt.log	c1c(N)c(C=C)c(F)c(C#N)c1(C=C)	-0.22549	-0.04865	4.812063976
Hc1cNcNcNcNOO-c1O_opt.log	c1c(N)c(N)c(N)c(N(=O)(=O))c1(O)	-0.21334	-0.07554	3.74973092
Hc1cNcCOcOcCOc1CO_opt.log	c1c(N)c(C=O)c(O)c(C=O)c1(C=O)	-0.24593	-0.08704	4.323619346
Hc1cNcCCcOcNc1CC_opt.log	c1c(N)c(C=C)c(O)c(N)c1(C=C)	-0.19346	-0.01101	4.96471993
Hc1cCcNOO-cNOO-cCCc1F_opt.log	c1c(C)c(N(=O)(=O))c(N(=O)(=O))c(C=C)c1(F)	-0.27736	-0.11604	4.389743048
Hc1cNcOcCNcNOO-c1F_opt.log	c1c(N)c(O)c(C#N)c(N(=O)(=O))c1(F)	-0.24733	-0.09819	4.058308196
Hc1cNcCOcNcCOc1NOO-_opt.log	c1c(N)c(C=O)c(N)c(C=O)c1(N(=O)(=O))	-0.23935	-0.11113	3.4890457080000004
Hc1cCcNOO-cFcCCc1N_opt.log	c1c(C)c(N(=O)(=O))c(F)c(C=C)c1(N)	-0.23308	-0.077	4.247155312
Hc1cNcNcFcCCc1NOO-_opt.log	c1c(N)c(N)c(F)c(C=C)c1(N(=O)(=O))	-0.21734	-0.0783	3.783473056
Hc1cNcNOO-cCCcCCc1CC_opt.log	c1c(N)c(N(=O)(=O))c(C=C)c(C=C)c1(C=C)	-0.21812	-0.08304	3.6757159120000003
Hc1cNcFcCCcOc1O_opt.log	c1c(N)c(F)c(C=C)c(O)c1(O)	-0.18905	-0.01062	4.855330102
Hc1cNcCcNOO-cFc1CO_opt.log	c1c(N)c(C)c(N(=O)(=O))c(F)c1(C=O)	-0.2349	-0.10118	3.6387084080000003
Hc1cNcFcNOO-cOc1NOO-_opt.log	c1c(N)c(F)c(N(=O)(=O))c(O)c1(N(=O)(=O))	-0.23725	-0.1213	3.1551618299999995
Hc1cNcNOO-cCcCOc1F_opt.log	c1c(N)c(N(=O)(=O))c(C)c(C=O)c1(F)	-0.25298	-0.09941	4.178854697999999
Hc1cNcCNcCCcCOc1CC_opt.log	c1c(N)c(C#N)c(C=C)c(C=O)c1(C=C)	-0.23688	-0.05621	4.916283638
Hc1cCcNOO-cNOO-cHc1O_opt.log	c1c(C)c(N(=O)(=O))c(N(=O)(=O))cc1(O)	-0.27718	-0.11918	4.299401199999999
Hc1cNcNcCcNc1F_opt.log	c1c(N)c(N)c(C)c(N)c1(F)	-0.1723	0.03517	5.645549158000001
Hc1cNcNOO-cCcCNc1CN_opt.log	c1c(N)c(N(=O)(=O))c(C)c(C#N)c1(C#N)	-0.26292	-0.1197	3.8972167079999998
Hc1cNcCcFcCOc1NOO-_opt.log	c1c(N)c(C)c(F)c(C=O)c1(N(=O)(=O))	-0.24573	-0.098	4.019940122
Hc1cNcOcNcCNc1N_opt.log	c1c(N)c(O)c(N)c(C#N)c1(N)	-0.18977	0.00761	5.3709861320000005
Hc1cNcHcCCcCc1F_opt.log	c1c(N)cc(C=C)c(C)c1(F)	-0.20024	-0.01838	4.948665204
Hc1cNcCCcNcHc1CN_opt.log	c1c(N)c(C=C)c(N)cc1(C#N)	-0.20558	-0.0301	4.775056472000001
Hc1cNcNcOcCCc1F_opt.log	c1c(N)c(N)c(O)c(C=C)c1(F)	-0.19158	0.01118	5.517383464
Hc1cNcNcCOcNOO-c1F_opt.log	c1c(N)c(N)c(C=O)c(N(=O)(=O))c1(F)	-0.225	-0.0913	3.63816418
Hc1cNcCcCCcCOc1NOO-_opt.log	c1c(N)c(C)c(C=C)c(C=O)c1(N(=O)(=O))	-0.23706	-0.09735	3.801704694
Hc1cNcFcFcCc1CN_opt.log	c1c(N)c(F)c(F)c(C)c1(C#N)	-0.22731	-0.04244	5.030571518
Hc1cNcFcCcCOc1CC_opt.log	c1c(N)c(F)c(C)c(C=O)c1(C=C)	-0.2196	-0.04142	4.848527252
Hc1cOcHcFcNc1O_opt.log	c1c(O)cc(F)c(N)c1(O)	-0.17747	0.02228	5.43547715
Hc1cNcCcCCcCOc1N_opt.log	c1c(N)c(C)c(C=C)c(C=O)c1(N)	-0.19335	-0.02122	4.683898282
Hc1cNcCOcOcCCc1NOO-_opt.log	c1c(N)c(C=O)c(O)c(C=C)c1(N(=O)(=O))	-0.22947	-0.10436	3.4044182540000003
Hc1cNcOcCCcFc1O_opt.log	c1c(N)c(O)c(C=C)c(F)c1(O)	-0.18517	-0.0099	4.769342078
Hc1cNcCOcNcCOc1CN_opt.log	c1c(N)c(C=O)c(N)c(C=O)c1(C#N)	-0.23748	-0.07863	4.32253089
Hc1cCcNOO-cFcNc1N_opt.log	c1c(C)c(N(=O)(=O))c(F)c(N)c1(N)	-0.22464	-0.07181	4.158718262000001
Hc1cNcCOcCcCc1NOO-_opt.log	c1c(N)c(C=O)c(C)c(C)c1(N(=O)(=O))	-0.22694	-0.10038	3.443874784
Hc1cNcCOcHcCCc1O_opt.log	c1c(N)c(C=O)cc(C=C)c1(O)	-0.20378	-0.03786	4.514915488
Hc1cNcCNcCNcNc1CO_opt.log	c1c(N)c(C#N)c(C#N)c(N)c1(C=O)	-0.21307	-0.09299	3.2675449120000004
Hc1cNcNcCcCCc1CC_opt.log	c1c(N)c(N)c(C)c(C=C)c1(C=C)	-0.17947	0.00943	5.14023346
Hc1cNcCcCNcHc1CN_opt.log	c1c(N)c(C)c(C#N)cc1(C#N)	-0.23891	-0.05932	4.886895326000001
Hc1cNcNcHcCNc1N_opt.log	c1c(N)c(N)cc(C#N)c1(N)	-0.19563	-0.00276	5.248262717999999
Hc1cNcNOO-cOcNOO-c1O_opt.log	c1c(N)c(N(=O)(=O))c(O)c(N(=O)(=O))c1(O)	-0.25135	-0.11242	3.780479802
Hc1cNcHcFcCc1O_opt.log	c1c(N)cc(F)c(C)c1(O)	-0.19703	0.02617	6.073584480000001
Hc1cNcFcCOcCCc1CO_opt.log	c1c(N)c(F)c(C=O)c(C=C)c1(C=O)	-0.22315	-0.06952	4.180487382
Hc1cNcCNcCOcNOO-c1NOO-_opt.log	c1c(N)c(C#N)c(C=O)c(N(=O)(=O))c1(N(=O)(=O))	-0.27307	-0.1401	3.6182998579999994
Hc1cNcCNcNOO-cFc1NOO-_opt.log	c1c(N)c(C#N)c(N(=O)(=O))c(F)c1(N(=O)(=O))	-0.26889	-0.14578	3.349995454000001
Hc1cNcCCcHcNOO-c1F_opt.log	c1c(N)c(C=C)cc(N(=O)(=O))c1(F)	-0.23668	-0.08139	4.225658306
Hc1cNcOcCNcCOc1CC_opt.log	c1c(N)c(O)c(C#N)c(C=O)c1(C=C)	-0.22629	-0.06329	4.435458199999999
Hc1cNcOcCCcCNc1CO_opt.log	c1c(N)c(O)c(C=C)c(C#N)c1(C=O)	-0.24336	-0.06548	4.8403638319999995
Hc1cNcCcCNcCc1N_opt.log	c1c(N)c(C)c(C#N)c(C)c1(N)	-0.19022	-0.01656	4.7255317240000005
Hc1cNcCOcCOcCCc1CO_opt.log	c1c(N)c(C=O)c(C=O)c(C=C)c1(C=O)	-0.23652	-0.09455	3.8632024580000004
Hc1cNcCNcNOO-cNc1NOO-_opt.log	c1c(N)c(C#N)c(N(=O)(=O))c(N)c1(N(=O)(=O))	-0.23243	-0.12799	2.8419586160000003
Hc1cNcNcCNcNc1CO_opt.log	c1c(N)c(N)c(C#N)c(N)c1(C=O)	-0.21619	-0.04319	4.7075721999999995
Hc1cNcCCcCOcOc1NOO-_opt.log	c1c(N)c(C=C)c(C=O)c(O)c1(N(=O)(=O))	-0.22197	-0.10341	3.226183584
Hc1cNcNOO-cCOcNc1CC_opt.log	c1c(N)c(N(=O)(=O))c(C=O)c(N)c1(C=C)	-0.20403	-0.09308	3.01910483
Hc1cNcCNcCCcCCc1N_opt.log	c1c(N)c(C#N)c(C=C)c(C=C)c1(N)	-0.20034	-0.02272	4.833288868
Hc1cNcNOO-cNOO-cCCc1CO_opt.log	c1c(N)c(N(=O)(=O))c(N(=O)(=O))c(C=C)c1(C=O)	-0.25417	-0.1225	3.5829250380000004
Hc1cNcNcCcCNc1N_opt.log	c1c(N)c(N)c(C)c(C#N)c1(N)	-0.19291	-0.00039	5.238738728
Hc1cNcNcNcFc1CO_opt.log	c1c(N)c(N)c(N)c(F)c1(C=O)	-0.20181	-0.03119	4.642809068
Hc1cCcNOO-cFcCOc1N_opt.log	c1c(C)c(N(=O)(=O))c(F)c(C=O)c1(N)	-0.25018	-0.08945	4.3736883220000005
Hc1cCcNOO-cNOO-cNc1CO_opt.log	c1c(C)c(N(=O)(=O))c(N(=O)(=O))c(N)c1(C=O)	-0.25649	-0.12398	3.6057826139999998
Hc1cCcNOO-cCNcCc1O_opt.log	c1c(C)c(N(=O)(=O))c(C#N)c(C)c1(O)	-0.27483	-0.09797	4.812608204000001
Hc1cOcHcCNcCCc1F_opt.log	c1c(O)cc(C#N)c(C=C)c1(F)	-0.24283	-0.05446	5.125811418
Hc1cNcHcFcCc1F_opt.log	c1c(N)cc(F)c(C)c1(F)	-0.20831	0.01185	5.9908618240000004
Hc1cNcCcCCcCNc1F_opt.log	c1c(N)c(C)c(C=C)c(C#N)c1(F)	-0.22431	-0.03434	5.169349658
Hc1cNcCCcOcCOc1CN_opt.log	c1c(N)c(C=C)c(O)c(C=O)c1(C#N)	-0.23621	-0.06596	4.63274085
Hc1cNcOcOcNc1F_opt.log	c1c(N)c(O)c(O)c(N)c1(F)	-0.18734	0.02297	5.722829534
Hc1cNcNcNOO-cOc1N_opt.log	c1c(N)c(N)c(N(=O)(=O))c(O)c1(N)	-0.20516	-0.06356	3.85313424
Hc1cFcNOO-cHcNc1CO_opt.log	c1c(F)c(N(=O)(=O))cc(N)c1(C=O)	-0.23979	-0.11712	3.3380224380000003
Hc1cNcNcHcOc1N_opt.log	c1c(N)c(N)cc(O)c1(N)	-0.17997	0.04751	6.1900492719999995
Hc1cNcOcCOcNOO-c1CC_opt.log	c1c(N)c(O)c(C=O)c(N(=O)(=O))c1(C=C)	-0.22623	-0.0783	4.025382402
Hc1cNcCOcOcCOc1N_opt.log	c1c(N)c(C=O)c(O)c(C=O)c1(N)	-0.22188	-0.04419	4.8351936659999994
Hc1cNcCcNcCCc1N_opt.log	c1c(N)c(C)c(N)c(C=C)c1(N)	-0.16835	0.02268	5.198193742
Hc1cNcCCcCNcOc1CC_opt.log	c1c(N)c(C=C)c(C#N)c(O)c1(C=C)	-0.20336	-0.04169	4.3992670380000005
Hc1cNcNOO-cCCcNc1CN_opt.log	c1c(N)c(N(=O)(=O))c(C=C)c(N)c1(C#N)	-0.20258	-0.09642	2.888762224
Hc1cCcNOO-cCNcNOO-c1F_opt.log	c1c(C)c(N(=O)(=O))c(C#N)c(N(=O)(=O))c1(F)	-0.31427	-0.13654	4.836282122
Hc1cNcNcNOO-cHc1NOO-_opt.log	c1c(N)c(N)c(N(=O)(=O))cc1(N(=O)(=O))	-0.24151	-0.10547	3.701838856
Hc1cNcFcOcCNc1CC_opt.log	c1c(N)c(F)c(O)c(C#N)c1(C=C)	-0.22611	-0.03818	5.113838402000001
Hc1cNcCNcNcNOO-c1CO_opt.log	c1c(N)c(C#N)c(N)c(N(=O)(=O))c1(C=O)	-0.24972	-0.10594	3.912455092
Hc1cNcNcOcCOc1CN_opt.log	c1c(N)c(N)c(O)c(C=O)c1(C#N)	-0.23398	-0.05014	5.002543776
Hc1cNcNOO-cCNcCOc1CC_opt.log	c1c(N)c(N(=O)(=O))c(C#N)c(C=O)c1(C=C)	-0.25998	-0.11057	4.065655274
Hc1cNcCNcCCcCc1CN_opt.log	c1c(N)c(C#N)c(C=C)c(C)c1(C#N)	-0.23215	-0.06734	4.484710834
Hc1cNcHcCCcHc1O_opt.log	c1c(N)cc(C=C)cc1(O)	-0.19859	-0.01275	5.056966576
Hc1cNcNOO-cCCcCNc1CO_opt.log	c1c(N)c(N(=O)(=O))c(C=C)c(C#N)c1(C=O)	-0.25392	-0.11694	3.727417572
Hc1cOcHcNOO-cNc1O_opt.log	c1c(O)cc(N(=O)(=O))c(N)c1(O)	-0.20481	-0.08815	3.1744819239999997
Hc1cNcHcCOcOc1O_opt.log	c1c(N)cc(C=O)c(O)c1(O)	-0.20591	-0.04407	4.403892976000001
Hc1cNcNcCNcCNc1N_opt.log	c1c(N)c(N)c(C#N)c(C#N)c1(N)	-0.20805	-0.0443	4.45586675
Hc1cNcCCcNcCOc1F_opt.log	c1c(N)c(C=C)c(N)c(C=O)c1(F)	-0.20896	-0.02942	4.885534756
Hc1cNcCNcOcFc1F_opt.log	c1c(N)c(C#N)c(O)c(F)c1(F)	-0.22887	-0.03957	5.15111802
Hc1cNcOcOcHc1O_opt.log	c1c(N)c(O)c(O)cc1(O)	-0.19945	0.04066	6.533729254
Hc1cNcCcFcCOc1CN_opt.log	c1c(N)c(C)c(F)c(C=O)c1(C#N)	-0.24274	-0.06936	4.717912532000001
Hc1cNcHcOcNOO-c1O_opt.log	c1c(N)cc(O)c(N(=O)(=O))c1(O)	-0.23695	-0.07155	4.50076556
Hc1cNcCNcCNcHc1CC_opt.log	c1c(N)c(C#N)c(C#N)cc1(C=C)	-0.24082	-0.07314	4.562807552
Hc1cNcOcCOcHc1CC_opt.log	c1c(N)c(O)c(C=O)cc1(C=C)	-0.19953	-0.05341	3.9761297680000007
Hc1cNcCNcCcCc1CN_opt.log	c1c(N)c(C#N)c(C)c(C)c1(C#N)	-0.23147	-0.06456	4.541854774
Hc1cNcCOcHcNOO-c1N_opt.log	c1c(N)c(C=O)cc(N(=O)(=O))c1(N)	-0.23954	-0.0834	4.248787996
Hc1cCcNOO-cCOcOc1CN_opt.log	c1c(C)c(N(=O)(=O))c(C=O)c(O)c1(C#N)	-0.28105	-0.11555	4.503486700000001
Hc1cNcNOO-cHcCCc1CC_opt.log	c1c(N)c(N(=O)(=O))cc(C=C)c1(C=C)	-0.22063	-0.08784	3.6134018059999997
Hc1cNcCOcFcCNc1NOO-_opt.log	c1c(N)c(C=O)c(F)c(C#N)c1(N(=O)(=O))	-0.26397	-0.13348	3.550815586
Hc1cNcNOO-cCOcNc1CO_opt.log	c1c(N)c(N(=O)(=O))c(C=O)c(N)c1(C=O)	-0.21356	-0.10791	2.87488441
Hc1cNcOcNcOc1O_opt.log	c1c(N)c(O)c(N)c(O)c1(O)	-0.17658	0.03486	5.753578416
Hc1cNcCNcNcCOc1O_opt.log	c1c(N)c(C#N)c(N)c(C=O)c1(O)	-0.22758	-0.05031	4.823764878
Hc1cNcHcOcCOc1N_opt.log	c1c(N)cc(O)c(C=O)c1(N)	-0.20181	-0.03017	4.670564696
